Cod.IBGE,Instituição,UF,Valor
1303601,Prefeitura Municipal de Santa Isabel do Rio Negro - AM,AM,110734040.86
2303808,Prefeitura Municipal de Cedro - CE,CE,110686134.99
2512903,Prefeitura Municipal de Rio Tinto - PB,PB,110624362.96
2923100,Prefeitura Municipal de Olindina - BA,BA,110548527.69
2807600,Prefeitura Municipal de Umbaúba - SE,SE,110464593.84
3144102,Prefeitura Municipal de Muzambinho - MG,MG,110459457.15
4119103,Prefeitura Municipal de Piên - PR,PR,110420051.84
1501725,Prefeitura Municipal de Brasil Novo - PA,PA,110415180.57
3304508,Prefeitura Municipal de Rio das Flores - RJ,RJ,110388769.72
4102307,Prefeitura Municipal de Balsa Nova - PR,PR,110328263.08
2608503,Prefeitura Municipal de Lagoa de Itaenga - PE,PE,110259846.5
3124203,Prefeitura Municipal de Espera Feliz - MG,MG,109984482.53
4106803,Prefeitura Municipal de Cruz Machado - PR,PR,109959884.49
2931053,Prefeitura Municipal de Tanque Novo - BA,BA,109883836.83
4300109,Prefeitura Municipal de Agudo - RS,RS,109853971.64
2512309,Prefeitura Municipal de Princesa Isabel - PB,PB,109763369.97
2923357,Prefeitura Municipal de Ourolândia - BA,BA,109664295.63000001
4100509,Prefeitura Municipal de Altônia - PR,PR,109631363.64999999
2611705,Prefeitura Municipal de Riacho das Almas - PE,PE,109610803.86
2609501,Prefeitura Municipal de Nazaré da Mata - PE,PE,109535234.34
2402303,Prefeitura Municipal de Caraúbas - RN,RN,109516300.23
3536307,Prefeitura Municipal de Patrocínio Paulista - SP,SP,109509177.34
3155702,Prefeitura Municipal de Rio Piracicaba - MG,MG,109407370.44
3113701,Prefeitura Municipal de Carlos Chagas - MG,MG,109350203.00999999
4203303,Prefeitura Municipal de Campo Alegre - SC,SC,109334715.55
2500700,Prefeitura Municipal de São João do Rio do Peixe - PB,PB,109277527.81
3154002,Prefeitura Municipal de Raul Soares - MG,MG,109245266.78999999
4121406,Prefeitura Municipal de Realeza - PR,PR,109113407.8
3130903,Prefeitura Municipal de Inhapim - MG,MG,109110145.2
2100436,Prefeitura Municipal de Alto Alegre do Maranhão - MA,MA,109109100.8
4114005,Prefeitura Municipal de Mamborê - PR,PR,109100021.87
4112108,Prefeitura Municipal de Jandaia do Sul - PR,PR,109090435.32000001
5205513,Prefeitura Municipal de Cocalzinho de Goiás - GO,GO,109059932.1
2105153,Prefeitura Municipal de Igarapé do Meio - MA,MA,109050689.33999999
2705200,Prefeitura Municipal de Messias - AL,AL,108992265.87
4316600,Prefeitura Municipal de Sananduva - RS,RS,108893779.3
2301604,Prefeitura Municipal de Assaré - CE,CE,108879150.93
3133105,Prefeitura Municipal de Itanhandu - MG,MG,108876052.02
2306702,Prefeitura Municipal de Jaguaretama - CE,CE,108824057.25
2305605,Prefeitura Municipal de Independência - CE,CE,108659019.37
3144706,Prefeitura Municipal de Nova Era - MG,MG,108593829.44000001
3204005,Prefeitura Municipal de Pancas - ES,ES,108553785.23
2603900,Prefeitura Municipal de Carnaíba - PE,PE,108547806.41
2613404,Prefeitura Municipal de São José da Coroa Grande - PE,PE,108494243.99
1301159,Prefeitura Municipal de Careiro da Várzea - AM,AM,108437101.31
4215505,Prefeitura Municipal de Santa Cecília - SC,SC,108395769.76
3200300,Prefeitura Municipal de Alfredo Chaves - ES,ES,108382337.09
2207801,Prefeitura Municipal de Paulistana - PI,PI,108315471.45
4307500,Prefeitura Municipal de Espumoso - RS,RS,108233871.2
4106209,Prefeitura Municipal de Contenda - PR,PR,107907987.8
4102802,Prefeitura Municipal de Bela Vista do Paraíso - PR,PR,107898958.7
3118809,Prefeitura Municipal de Coração de Jesus - MG,MG,107856315.46
3104502,Prefeitura Municipal de Arinos - MG,MG,107833326.97
5214838,Prefeitura Municipal de Nova Crixás - GO,GO,107826997.67
1304401,Prefeitura Municipal de Urucurituba - AM,AM,107662013.66
3545001,Prefeitura Municipal de Salesópolis - SP,SP,107498640.68
2703759,Prefeitura Municipal de Jequiá da Praia - AL,AL,107498213.63
2902807,Prefeitura Municipal de Barra da Estiva - BA,BA,107424172.9
2301851,Prefeitura Municipal de Banabuiú - CE,CE,107423634.31
3507407,Prefeitura Municipal de Borborema - SP,SP,107345452.0
4314605,Prefeitura Municipal de Piratini - RS,RS,107271904.39999999
2110401,Prefeitura Municipal de São Benedito do Rio Preto - MA,MA,107223234.36
5107800,Prefeitura Municipal de Santo Antônio do Leverger - MT,MT,107210344.5
1100056,Prefeitura Municipal de Cerejeiras - RO,RO,107098382.23
2931202,Prefeitura Municipal de Taperoá - BA,BA,107081144.10000001
4308904,Prefeitura Municipal de Getúlio Vargas - RS,RS,107073211.14999999
3524600,Prefeitura Municipal de Jacupiranga - SP,SP,107020559.75
3205176,Prefeitura Municipal de Vila Valério - ES,ES,106989073.92999999
2301950,Prefeitura Municipal de Barreira - CE,CE,106915127.42
2614808,Prefeitura Municipal de Tacaratu - PE,PE,106907081.96000001
5100607,Prefeitura Municipal de Alto Taquari - MT,MT,106838277.76
4211603,Prefeitura Municipal de Nova Veneza - SC,SC,106640372.0
2303105,Prefeitura Municipal de Cariré - CE,CE,106639432.49
2607604,Prefeitura Municipal de Ilha de Itamaracá - PE,PE,106509490.44
3533007,Prefeitura Municipal de Nova Granada - SP,SP,106494613.41
1507904,Prefeitura Municipal de Soure - PA,PA,106486475.03
1507151,Prefeitura Municipal de São Domingos do Araguaia - PA,PA,106412175.55000001
4315503,Prefeitura Municipal de Restinga Sêca - RS,RS,106316749.24
4128500,Prefeitura Municipal de Wenceslau Braz - PR,PR,106287495.50999999
2101251,Prefeitura Municipal de Bacabeira - MA,MA,106153561.65
2702603,Prefeitura Municipal de Feira Grande - AL,AL,106124743.36999999
2801702,Prefeitura Municipal de Cristinápolis - SE,SE,106110048.65
3100203,Prefeitura Municipal de Abaeté - MG,MG,106069164.69
4110607,Prefeitura Municipal de Iporã - PR,PR,105980373.34
3512308,Prefeitura Municipal de Conchas - SP,SP,105950582.64
4105706,Prefeitura Municipal de Clevelândia - PR,PR,105931082.24000001
4317905,Prefeitura Municipal de Santo Cristo - RS,RS,105868741.85
3118403,Prefeitura Municipal de Conselheiro Pena - MG,MG,105839122.81
2500403,Prefeitura Municipal de Alagoa Nova - PB,PB,105799152.6
1300201,Prefeitura Municipal de Atalaia do Norte - AM,AM,105794767.57
5100409,Prefeitura Municipal de Alto Garças - MT,MT,105722964.45
3112604,Prefeitura Municipal de Capinópolis - MG,MG,105721128.1
2210003,Prefeitura Municipal de São João do Piauí - PI,PI,105687403.2
2903409,Prefeitura Municipal de Belmonte - BA,BA,105665798.53
3516853,Prefeitura Municipal de Gavião Peixoto - SP,SP,105626735.7
1302801,Prefeitura Municipal de Maraã - AM,AM,105619008.25999999
2908200,Prefeitura Municipal de Conceição da Feira - BA,BA,105591646.63
4308102,Prefeitura Municipal de Feliz - RS,RS,105588980.85
2506806,Prefeitura Municipal de Ingá - PB,PB,105539973.5
4302709,Prefeitura Municipal de Butiá - RS,RS,105525587.53
1504406,Prefeitura Municipal de Marapanim - PA,PA,105514527.82000001
2111409,Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA,MA,105501265.36
2706802,Prefeitura Municipal de Piaçabuçu - AL,AL,105464523.57000001
2917805,Prefeitura Municipal de Jaguaripe - BA,BA,105428168.94
2304301,Prefeitura Municipal de Farias Brito - CE,CE,105425204.25
5209952,Prefeitura Municipal de Indiara - GO,GO,105425025.28
4115408,Prefeitura Municipal de Marmeleiro - PR,PR,105385753.13
2800506,Prefeitura Municipal de Areia Branca - SE,SE,105279057.60000001
3300159,Prefeitura Municipal de Aperibé - RJ,RJ,105245462.72
2907905,Prefeitura Municipal de Cipó - BA,BA,105201823.39
5007554,Prefeitura Municipal de Santa Rita do Pardo - MS,MS,105138972.33
1721208,Prefeitura Municipal de Tocantinópolis - TO,TO,105125733.52000001
2923209,Prefeitura Municipal de Oliveira dos Brejinhos - BA,BA,105119069.8
3303104,Prefeitura Municipal de Natividade - RJ,RJ,105047130.19
1303502,Prefeitura Municipal de Pauini - AM,AM,105026136.63000001
3139706,Prefeitura Municipal de Maravilhas - MG,MG,104943093.19
3114501,Prefeitura Municipal de Carmópolis de Minas - MG,MG,104917985.1
4122156,Prefeitura Municipal de Rio Bonito do Iguaçu - PR,PR,104884500.42999999
2925253,Prefeitura Municipal de Ponto Novo - BA,BA,104881728.78
2304236,Prefeitura Municipal de Croatá - CE,CE,104871857.56
5006358,Prefeitura Municipal de Paranhos - MS,MS,104739319.28
2925006,Prefeitura Municipal de Planalto - BA,BA,104666085.19
2102903,Prefeitura Municipal de Carutapera - MA,MA,104659562.32
2304459,Prefeitura Municipal de Fortim - CE,CE,104477675.05
3300951,Prefeitura Municipal de Comendador Levy Gasparian - RJ,RJ,104412851.61
2102309,Prefeitura Municipal de Buriti Bravo - MA,MA,104381738.03
4116208,Prefeitura Municipal de Morretes - PR,PR,104372696.28999999
4204509,Prefeitura Municipal de Corupá - SC,SC,104352348.16
4104600,Prefeitura Municipal de Capitão Leônidas Marques - PR,PR,104224155.66000001
3541703,Prefeitura Municipal de Quatá - SP,SP,104222201.36999999
3157708,Prefeitura Municipal de Santa Juliana - MG,MG,104134186.02
2613305,Prefeitura Municipal de São Joaquim do Monte - PE,PE,104113356.47
1507805,Prefeitura Municipal de Senador José Porfírio - PA,PA,104105170.47
4321105,Prefeitura Municipal de Tapes - RS,RS,104066912.79
2922102,Prefeitura Municipal de Mundo Novo - BA,BA,103962827.71
4217006,Prefeitura Municipal de São Ludgero - SC,SC,103941312.46
2109270,Prefeitura Municipal de Presidente Sarney - MA,MA,103909714.08999999
2501104,Prefeitura Municipal de Areia - PB,PB,103903196.17999999
2308906,Prefeitura Municipal de Morrinhos - CE,CE,103782590.72
3127800,Prefeitura Municipal de Grão Mogol - MG,MG,103764770.07000001
3105905,Prefeitura Municipal de Barroso - MG,MG,103726470.41
3132701,Prefeitura Municipal de Itambacuri - MG,MG,103718255.74000001
5207402,Prefeitura Municipal de Edéia - GO,GO,103625086.98
2605905,Prefeitura Municipal de Gameleira - PE,PE,103592227.46
1300102,Prefeitura Municipal de Anori - AM,AM,103586773.03999999
2311702,Prefeitura Municipal de Reriutaba - CE,CE,103585868.38
2309508,Prefeitura Municipal de Orós - CE,CE,103570777.08
4212106,Prefeitura Municipal de Palmitos - SC,SC,103561106.19
3167103,Prefeitura Municipal de Serro - MG,MG,103542751.05999999
3551900,Prefeitura Municipal de Severínia - SP,SP,103535778.23
4110508,Prefeitura Municipal de Ipiranga - PR,PR,103395670.25
1303304,Prefeitura Municipal de Novo Aripuanã - AM,AM,103248953.84
2701704,Prefeitura Municipal de Capela - AL,AL,103225447.28999999
3515400,Prefeitura Municipal de Fartura - SP,SP,103182132.83
3550902,Prefeitura Municipal de São Simão - SP,SP,103077448.95
3527405,Prefeitura Municipal de Lucélia - SP,SP,103029596.74
2106375,Prefeitura Municipal de Maranhãozinho - MA,MA,102983387.03
2801504,Prefeitura Municipal de Carmópolis - SE,SE,102896716.94
4107603,Prefeitura Municipal de Faxinal - PR,PR,102893894.67
2615003,Prefeitura Municipal de Taquaritinga do Norte - PE,PE,102845874.71
3111002,Prefeitura Municipal de Campestre - MG,MG,102697226.7
3138807,Prefeitura Municipal de Luz - MG,MG,102689478.35000001
3115508,Prefeitura Municipal de Caxambu - MG,MG,102684967.81
2910750,Prefeitura Municipal de Fátima - BA,BA,102613549.94
2805703,Prefeitura Municipal de Propriá - SE,SE,102557403.67
5103056,Prefeitura Municipal de Cláudia - MT,MT,102471956.6
2608453,Prefeitura Municipal de Lagoa do Carro - PE,PE,102336575.75999999
3133402,Prefeitura Municipal de Itapagipe - MG,MG,102228250.67
1713205,Prefeitura Municipal de Miracema do Tocantins - TO,TO,102085603.44999999
3134608,Prefeitura Municipal de Jaboticatubas - MG,MG,102029187.22
3528809,Prefeitura Municipal de Maracaí - SP,SP,101923913.47
2700508,Prefeitura Municipal de Barra de Santo Antônio - AL,AL,101789408.35
2931509,Prefeitura Municipal de Teofilândia - BA,BA,101783376.55
3131208,Prefeitura Municipal de Ipanema - MG,MG,101769553.96000001
4211504,Prefeitura Municipal de Nova Trento - SC,SC,101633959.67
3526100,Prefeitura Municipal de Juquiá - SP,SP,101629738.7
2202604,Prefeitura Municipal de Castelo do Piauí - PI,PI,101555859.72999999
2210706,Prefeitura Municipal de Simões - PI,PI,101516255.22999999
2310803,Prefeitura Municipal de Pereiro - CE,CE,101416010.69999999
2301703,Prefeitura Municipal de Aurora - CE,CE,101346692.02000001
2603801,Prefeitura Municipal de Capoeiras - PE,PE,101293158.11
2925956,Prefeitura Municipal de Rafael Jambeiro - BA,BA,101063482.75
5217708,Prefeitura Municipal de Pontalina - GO,GO,101049283.14
4122008,Prefeitura Municipal de Rio Azul - PR,PR,100953465.89
3305307,Prefeitura Municipal de São Sebastião do Alto - RJ,RJ,100942392.86
3201001,Prefeitura Municipal de Boa Esperança - ES,ES,100864327.15
2514503,Prefeitura Municipal de São José de Piranhas - PB,PB,100808142.07
3162708,Prefeitura Municipal de São João do Paraíso - MG,MG,100797634.92999999
2606507,Prefeitura Municipal de Iati - PE,PE,100699762.63
4202057,Prefeitura Municipal de Balneário Barra do Sul - SC,SC,100621035.66
3143203,Prefeitura Municipal de Monte Santo de Minas - MG,MG,100582404.63000001
5201306,Prefeitura Municipal de Anicuns - GO,GO,100488589.75999999
2605152,Prefeitura Municipal de Dormentes - PE,PE,100475527.23
2509107,Prefeitura Municipal de Mari - PB,PB,100451331.74
2801405,Prefeitura Municipal de Carira - SE,SE,100441731.36999999
1501576,Prefeitura Municipal de Bom Jesus do Tocantins - PA,PA,100365646.94
2800209,Prefeitura Municipal de Aquidabã - SE,SE,100329241.92999999
2108058,Prefeitura Municipal de Paulino Neves - MA,MA,100321781.03
2111607,Prefeitura Municipal de São Raimundo das Mangabeiras - MA,MA,100310320.85
2103158,Prefeitura Municipal de Centro do Guilherme - MA,MA,100261029.0
5106109,Prefeitura Municipal de Nossa Senhora do Livramento - MT,MT,100229929.35000001
1100254,Prefeitura Municipal de Presidente Médici - RO,RO,100084878.13
3137809,Prefeitura Municipal de Lambari - MG,MG,100061211.88000001
2612406,Prefeitura Municipal de Sanharó - PE,PE,100022298.78
1100924,Prefeitura Municipal de Chupinguaia - RO,RO,99948994.31
3538105,Prefeitura Municipal de Pindorama - SP,SP,99856323.46
3547700,Prefeitura Municipal de Santo Anastácio - SP,SP,99747336.33
3508702,Prefeitura Municipal de Caconde - SP,SP,99614746.76
2702108,Prefeitura Municipal de Colônia Leopoldina - AL,AL,99567670.32
5210901,Prefeitura Municipal de Itapaci - GO,GO,99558587.08000001
2903607,Prefeitura Municipal de Biritinga - BA,BA,99508085.22999999
1301506,Prefeitura Municipal de Envira - AM,AM,99435257.61999999
1303205,Prefeitura Municipal de Novo Airão - AM,AM,99426348.77
2202307,Prefeitura Municipal de Canto do Buriti - PI,PI,99408826.08
5005103,Prefeitura Municipal de Jateí - MS,MS,99373841.07000001
2804003,Prefeitura Municipal de Maruim - SE,SE,99279878.9
4300802,Prefeitura Municipal de Antônio Prado - RS,RS,99233547.24
4213708,Prefeitura Municipal de Pouso Redondo - SC,SC,99232478.3
5101258,Prefeitura Municipal de Araputanga - MT,MT,99048162.29
2903276,Prefeitura Municipal de Barrocas - BA,BA,99038274.62
5001243,Prefeitura Municipal de Aral Moreira - MS,MS,99014595.17
5106216,Prefeitura Municipal de Nova Canaã do Norte - MT,MT,98981782.75999999
2800670,Prefeitura Municipal de Boquim - SE,SE,98971027.88
2915502,Prefeitura Municipal de Itajuípe - BA,BA,98957021.73
4209607,Prefeitura Municipal de Lauro Muller - SC,SC,98907350.81
2927309,Prefeitura Municipal de Salinas da Margarida - BA,BA,98750870.81
1503507,Prefeitura Municipal de Irituia - PA,PA,98748460.33
5214002,Prefeitura Municipal de Mozarlândia - GO,GO,98711510.44000001
2605400,Prefeitura Municipal de Feira Nova - PE,PE,98594674.47999999
4103909,Prefeitura Municipal de Campina da Lagoa - PR,PR,98578773.2
4123808,Prefeitura Municipal de Santa Izabel do Oeste - PR,PR,98433644.46
3151701,Prefeitura Municipal de Poço Fundo - MG,MG,98303724.58
2904050,Prefeitura Municipal de Bonito - BA,BA,98292546.71000001
3154309,Prefeitura Municipal de Resplendor - MG,MG,98274001.27000001
2307635,Prefeitura Municipal de Madalena - CE,CE,98243801.10000001
2601052,Prefeitura Municipal de Araçoiaba - PE,PE,98168645.05
4302907,Prefeitura Municipal de Cacequi - RS,RS,98117893.52000001
2414209,Prefeitura Municipal de Tibau do Sul - RN,RN,98112844.66
3517604,Prefeitura Municipal de Guapiara - SP,SP,98091291.32000001
2913507,Prefeitura Municipal de Iguaí - BA,BA,98067078.5
3556008,Prefeitura Municipal de Urupês - SP,SP,98007331.17
3540754,Prefeitura Municipal de Potim - SP,SP,97956391.2
2905305,Prefeitura Municipal de Cafarnaum - BA,BA,97891084.17999999
2501500,Prefeitura Municipal de Bananeiras - PB,PB,97761551.74
2906824,Prefeitura Municipal de Canudos - BA,BA,97737285.34
2932705,Prefeitura Municipal de Uruçuca - BA,BA,97736239.44000001
2511400,Prefeitura Municipal de Picuí - PB,PB,97674553.55
1300680,Prefeitura Municipal de Boa Vista do Ramos - AM,AM,97671676.53
2516003,Prefeitura Municipal de Solânea - PB,PB,97659525.8
2306504,Prefeitura Municipal de Itapiúna - CE,CE,97635029.06
3137700,Prefeitura Municipal de Lajinha - MG,MG,97556629.4
3506706,Prefeitura Municipal de Boa Esperança do Sul - SP,SP,97545459.48
2911600,Prefeitura Municipal de Governador Mangabeira - BA,BA,97542491.46000001
1100064,Prefeitura Municipal de Colorado do Oeste - RO,RO,97541596.81
3511706,Prefeitura Municipal de Charqueada - SP,SP,97534727.99
2916807,Prefeitura Municipal de Itarantim - BA,BA,97513865.61
2901601,Prefeitura Municipal de Antas - BA,BA,97505214.23
5000252,Prefeitura Municipal de Alcinópolis - MS,MS,97452994.37
1502004,Prefeitura Municipal de Cachoeira do Arari - PA,PA,97435353.63000001
3139300,Prefeitura Municipal de Manga - MG,MG,97428540.53
2806305,Prefeitura Municipal de Santa Luzia do Itanhy - SE,SE,97262973.78
3305901,Prefeitura Municipal de Trajano de Moraes - RJ,RJ,97186741.06
3147303,Prefeitura Municipal de Paraisópolis - MG,MG,97167905.57
2912103,Prefeitura Municipal de Ibicaraí - BA,BA,97144755.75
4208005,Prefeitura Municipal de Itá - SC,SC,97110639.32
2802809,Prefeitura Municipal de Indiaroba - SE,SE,97076108.62
